subj date trialcsv
Julian 2023-06-23 salient_movieclip_wajd_Julian_202306_23130728.csv
Julian 2023-06-26 salient_movieclip_wajd_Julian_202306_26130439.csv
Julian 2023-06-26 salient_movieclip_wajd_Julian_202306_26132359.csv
Julian 2023-06-26 salient_movieclip_wajd_Julian_202306_26131735.csv
Julian 2023-06-26 salient_movieclip_wajd_Julian_202306_26131103.csv
Julian 2023-06-27 salient_movieclip_wajd_Julian_202306_27115013.csv
Julian 2023-06-27 salient_movieclip_wajd_Julian_202306_27114553.csv
Julian 2023-06-27 salient_movieclip_wajd_Julian_202306_27114004.csv
Julian 2023-06-28 salient_movieclip_wajd_Julian_202306_28132604.csv
Julian 2023-06-28 salient_movieclip_wajd_Julian_202306_28133135.csv
Julian 2023-06-28 salient_movieclip_wajd_Julian_202306_28131927.csv
Julian 2023-06-29 salient_movieclip_wajd_Julian_202306_29115710.csv
Julian 2023-06-29 salient_movieclip_wajd_Julian_202306_29115035.csv
Julian 2023-06-29 salient_movieclip_wajd_Julian_202306_29120053.csv
Julian 2023-06-30 salient_movieclip_wajd_Julian_202306_30130208.csv
Julian 2023-06-30 salient_movieclip_wajd_Julian_202306_30130750.csv
Julian 2023-06-30 salient_movieclip_wajd_Julian_202306_30130959.csv
Julian 2023-06-30 salient_movieclip_wajd_Julian_202306_30131047.csv
Julian 2023-07-03 salient_movieclip_wajd_Julian_202307_03131440.csv
Julian 2023-07-03 salient_movieclip_wajd_Julian_202307_03130927.csv
Julian 2023-07-03 salient_movieclip_wajd_Julian_202307_03130356.csv
Julian 2023-07-04 salient_movieclip_wajd_Julian_202307_04141432.csv
Julian 2023-07-04 salient_movieclip_wajd_Julian_202307_04140733.csv
Julian 2023-07-04 salient_movieclip_wajd_Julian_202307_04141340.csv
Julian 2023-07-05 salient_movieclip_wajd_Julian_202307_05131922.csv
Julian 2023-07-05 salient_movieclip_wajd_Julian_202307_05131334.csv
Julian 2023-07-05 salient_movieclip_wajd_Julian_202307_05130922.csv
Julian 2023-07-05 salient_movieclip_wajd_Julian_202307_05132320.csv
Julian 2023-07-06 salient_movieclip_wajd_Julian_202307_06115417.csv
Julian 2023-07-06 salient_movieclip_wajd_Julian_202307_06120018.csv
Julian 2023-07-06 salient_movieclip_wajd_Julian_202307_06120417.csv
Julian 2023-07-07 salient_movieclip_wajd_Julian_202307_07132630.csv
Julian 2023-07-07 salient_movieclip_wajd_Julian_202307_07132359.csv
Julian 2023-07-07 salient_movieclip_wajd_Julian_202307_07131211.csv
Julian 2023-07-07 salient_movieclip_wajd_Julian_202307_07131815.csv
Julian 2023-07-10 salient_movieclip_wajd_Julian_202307_10131338.csv
Julian 2023-07-10 salient_movieclip_wajd_Julian_202307_10130935.csv
Julian 2023-07-10 salient_movieclip_wajd_Julian_202307_10132336.csv
Julian 2023-07-10 salient_movieclip_wajd_Julian_202307_10131939.csv
Julian 2023-07-12 salient_movieclip_wajd_Julian_202307_12131847.csv
Julian 2023-07-12 salient_movieclip_wajd_Julian_202307_12132714.csv
Julian 2023-07-12 salient_movieclip_wajd_Julian_202307_12133125.csv
Julian 2023-07-12 salient_movieclip_wajd_Julian_202307_12131804.csv
Julian 2023-07-14 salient_movieclip_wajd_Julian_202307_14130350.csv
Julian 2023-07-14 salient_movieclip_wajd_Julian_202307_14125649.csv
Julian 2023-07-14 salient_movieclip_wajd_Julian_202307_14130755.csv
Julian 2023-07-17 salient_movieclip_wajd_Julian_202307_17133747.csv
Julian 2023-07-17 salient_movieclip_wajd_Julian_202307_17135405.csv
Julian 2023-07-17 salient_movieclip_wajd_Julian_202307_17134600.csv
Julian 2023-07-17 salient_movieclip_wajd_Julian_202307_17133711.csv
Julian 2023-07-18 salient_movieclip_wajd_Julian_202307_18130726.csv
Julian 2023-07-18 salient_movieclip_wajd_Julian_202307_18131342.csv
Julian 2023-07-18 salient_movieclip_wajd_Julian_202307_18131423.csv
Julian 2023-07-24 salient_movieclip_wajd_Julian_202307_24115948.csv
Julian 2023-07-24 salient_movieclip_wajd_Julian_202307_24120021.csv
Julian 2023-07-24 salient_movieclip_wajd_Julian_202307_24115357.csv
Julian 2023-07-25 salient_movieclip_wajd_Julian_202307_25130405.csv
Julian 2023-07-25 salient_movieclip_wajd_Julian_202307_25130958.csv
Julian 2023-07-25 salient_movieclip_wajd_Julian_202307_25131048.csv
Julian 2023-07-26 salient_movieclip_wajd_Julian_202307_26130112.csv
Julian 2023-07-26 salient_movieclip_wajd_Julian_202307_26125533.csv
Julian 2023-07-26 salient_movieclip_wajd_Julian_202307_26130152.csv
Julian 2023-08-02 salient_movieclip_wajd_Julian_202308_02121007.csv
Julian 2023-08-02 salient_movieclip_wajd_Julian_202308_02121704.csv
Julian 2023-08-02 salient_movieclip_wajd_Julian_202308_02121613.csv
Julian 2023-08-03 salient_movieclip_wajd_Julian_202308_03115210.csv
Julian 2023-08-03 salient_movieclip_wajd_Julian_202308_03115245.csv
Julian 2023-08-03 salient_movieclip_wajd_Julian_202308_03114557.csv
Julian 2023-08-07 salient_movieclip_wajd_Julian_202308_07123943.csv
Julian 2023-08-07 salient_movieclip_wajd_Julian_202308_07124531.csv
Julian 2023-08-07 salient_movieclip_wajd_Julian_202308_07124619.csv
Julian 2023-08-08 salient_movieclip_wajd_Julian_202308_08124449.csv
Julian 2023-08-08 salient_movieclip_wajd_Julian_202308_08124415.csv
Julian 2023-08-08 salient_movieclip_wajd_Julian_202308_08123818.csv
Julian 2023-08-09 salient_movieclip_wajd_Julian_202308_09125941.csv
Julian 2023-08-09 salient_movieclip_wajd_Julian_202308_09125346.csv
Julian 2023-08-09 salient_movieclip_wajd_Julian_202308_09130028.csv
Julian 2023-08-17 salient_movieclip_wajd_Julian_202308_17123954.csv
Julian 2023-08-17 salient_movieclip_wajd_Julian_202308_17124602.csv
Julian 2023-08-17 salient_movieclip_wajd_Julian_202308_17124652.csv
Julian 2023-08-28 salient_movieclip_wajd_Julian_202308_28120346.csv
Julian 2023-08-28 salient_movieclip_wajd_Julian_202308_28115600.csv
Julian 2023-08-28 salient_movieclip_wajd_Julian_202308_28120425.csv
Julian 2023-08-30 salient_movieclip_wajd_Julian_202308_30115654.csv
Julian 2023-08-30 salient_movieclip_wajd_Julian_202308_30120410.csv
Julian 2023-08-30 salient_movieclip_wajd_Julian_202308_30120324.csv
Julian 2023-08-31 salient_movieclip_wajd_Julian_202308_31130551.csv
Julian 2023-08-31 salient_movieclip_wajd_Julian_202308_31125849.csv
Julian 2023-08-31 salient_movieclip_wajd_Julian_202308_31130644.csv
Julian 2023-09-13 salient_movieclip_wajd_Julian_202309_13124824.csv
Julian 2023-09-13 salient_movieclip_wajd_Julian_202309_13125514.csv
Julian 2023-09-13 salient_movieclip_wajd_Julian_202309_13125419.csv
Julian 2023-09-19 salient_movieclip_wajd_Julian_202309_19131226.csv
Julian 2023-09-19 salient_movieclip_wajd_Julian_202309_19131134.csv
Julian 2023-09-19 salient_movieclip_wajd_Julian_202309_19130452.csv
Julian 2023-09-20 salient_movieclip_wajd_Julian_202309_20123220.csv
Julian 2023-09-20 salient_movieclip_wajd_Julian_202309_20124008.csv
Julian 2023-09-20 salient_movieclip_wajd_Julian_202309_20123935.csv
Julian 2023-09-22 salient_movieclip_wajd_Julian_202309_22125716.csv
Julian 2023-09-22 salient_movieclip_wajd_Julian_202309_22125048.csv
Julian 2023-09-22 salient_movieclip_wajd_Julian_202309_22125752.csv
Julian 2023-09-27 salient_movieclip_wajd_Julian_202309_27132543.csv
Julian 2023-09-27 salient_movieclip_wajd_Julian_202309_27131815.csv
Julian 2023-09-27 salient_movieclip_wajd_Julian_202309_27132446.csv
Julian 2023-10-10 salient_movieclip_wajd_Julian_202310_10125819.csv
Julian 2023-10-10 salient_movieclip_wajd_Julian_202310_10125941.csv
Julian 2023-10-10 salient_movieclip_wajd_Julian_202310_10125851.csv
Julian 2023-10-11 salient_movieclip_wajd_Julian_202310_11131834.csv
Julian 2023-10-11 salient_movieclip_wajd_Julian_202310_11131924.csv
Julian 2023-10-11 salient_movieclip_wajd_Julian_202310_11131758.csv
Julian 2023-10-13 salient_movieclip_wajd_Julian_202310_13125742.csv
Julian 2023-10-17 salient_movieclip_wajd_Julian_202310_17131937.csv
Julian 2023-10-17 salient_movieclip_wajd_Julian_202310_17132014.csv
Julian 2023-10-17 salient_movieclip_wajd_Julian_202310_17131901.csv
Julian 2023-10-25 salient_movieclip_wajd_Julian_202310_25130224.csv
Julian 2023-10-25 salient_movieclip_wajd_Julian_202310_25125812.csv
Julian 2023-10-25 salient_movieclip_wajd_Julian_202310_25130832.csv
Julian 2023-10-27 salient_movieclip_wajd_Julian_202310_27130258.csv
Julian 2023-10-27 salient_movieclip_wajd_Julian_202310_27131431.csv
Julian 2023-10-27 salient_movieclip_wajd_Julian_202310_27131139.csv
Julian 2023-11-01 salient_movieclip_wajd_Julian_202311_01123917.csv
Julian 2023-11-29 salient_movieclip_wajd_Julian_202311_29134741.csv
Julian 2023-11-29 salient_movieclip_wajd_Julian_202311_29133516.csv
Julian 2023-11-29 salient_movieclip_wajd_Julian_202311_29133938.csv
Julian 2023-12-01 salient_movieclip_wajd_Julian_202312_01123251.csv
Julian 2023-12-01 salient_movieclip_wajd_Julian_202312_01123209.csv
Julian 2023-12-04 salient_movieclip_wajd_Julian_202312_04124454.csv
Julian 2023-12-05 salient_movieclip_wajd_Julian_202312_05122509.csv
Julian 2023-12-05 salient_movieclip_wajd_Julian_202312_05121729.csv
Julian 2023-12-07 salient_movieclip_wajd_Julian_202312_07123231.csv
Julian 2023-12-07 salient_movieclip_wajd_Julian_202312_07122433.csv
Julian 2023-12-07 salient_movieclip_wajd_Julian_202312_07123143.csv
Julian 2023-12-15 salient_movieclip_wajd_Julian_202312_15124026.csv
Julian 2023-12-15 salient_movieclip_wajd_Julian_202312_15125011.csv
Julian 2023-12-15 salient_movieclip_wajd_Julian_202312_15124118.csv
Julian 2023-12-19 salient_movieclip_wajd_Julian_202312_19130716.csv
Julian 2023-12-21 salient_movieclip_wajd_Julian_202312_21151125.csv
Julian 2023-12-21 salient_movieclip_wajd_Julian_202312_21151640.csv
Julian 2023-12-21 salient_movieclip_wajd_Julian_202312_21150045.csv
Julian 2023-12-21 salient_movieclip_wajd_Julian_202312_21151056.csv
Julian 2023-12-21 salient_movieclip_wajd_Julian_202312_21151617.csv
Julian 2023-12-22 salient_movieclip_wajd_Julian_202312_22142521.csv
Julian 2023-12-22 salient_movieclip_wajd_Julian_202312_22144918.csv
Julian 2023-12-26 salient_movieclip_wajd_Julian_202312_26154303.csv
Julian 2023-12-27 salient_movieclip_wajd_Julian_202312_27132804.csv
Julian 2023-12-27 salient_movieclip_wajd_Julian_202312_27140638.csv
Julian 2023-12-27 salient_movieclip_wajd_Julian_202312_27140803.csv
Julian 2023-12-27 salient_movieclip_wajd_Julian_202312_27141752.csv
Julian 2023-12-29 salient_movieclip_wajd_Julian_202312_29124419.csv
Julian 2023-12-29 salient_movieclip_wajd_Julian_202312_29124145.csv
Julian 2023-12-29 salient_movieclip_wajd_Julian_202312_29123657.csv
Julian 2024-01-01 salient_movieclip_wajd_Julian_202401_01131022.csv
Julian 2024-01-01 salient_movieclip_wajd_Julian_202401_01133104.csv
Julian 2024-01-01 salient_movieclip_wajd_Julian_202401_01133223.csv
Julian 2024-01-01 salient_movieclip_wajd_Julian_202401_01131243.csv
Julian 2024-01-03 salient_movieclip_wajd_Julian_202401_03135222.csv
Julian 2024-01-03 salient_movieclip_wajd_Julian_202401_03140338.csv
Julian 2024-01-03 salient_movieclip_wajd_Julian_202401_03134554.csv
Julian 2024-01-03 salient_movieclip_wajd_Julian_202401_03135455.csv
Julian 2024-01-03 salient_movieclip_wajd_Julian_202401_03135834.csv
Julian 2024-01-08 salient_movieclip_wajd_Julian_202401_08142659.csv
Julian 2024-01-08 salient_movieclip_wajd_Julian_202401_08141247.csv
Julian 2024-01-08 salient_movieclip_wajd_Julian_202401_08135701.csv
Julian 2024-01-08 salient_movieclip_wajd_Julian_202401_08141142.csv
Julian 2024-01-08 salient_movieclip_wajd_Julian_202401_08134545.csv
Julian 2024-01-09 salient_movieclip_wajd_Julian_202401_09144336.csv
Julian 2024-01-09 salient_movieclip_wajd_Julian_202401_09144442.csv
Julian 2024-01-09 salient_movieclip_wajd_Julian_202401_09140920.csv
Julian 2024-01-09 salient_movieclip_wajd_Julian_202401_09143555.csv
Julian 2024-01-09 salient_movieclip_wajd_Julian_202401_09143443.csv
Julian 2024-01-15 salient_movieclip_wajd_Julian_202401_15125826.csv
Julian 2024-01-15 salient_movieclip_wajd_Julian_202401_15130609.csv
Julian 2024-01-17 salient_movieclip_wajd_Julian_202401_17130800.csv
Julian 2024-01-17 salient_movieclip_wajd_Julian_202401_17124921.csv
Julian 2024-01-17 salient_movieclip_wajd_Julian_202401_17130921.csv
Julian 2024-01-19 salient_movieclip_wajd2_Julian_202401_19132811.csv
Julian 2024-01-19 salient_movieclip_wajd2_Julian_202401_19132201.csv
Julian 2024-01-19 salient_movieclip_wajd2_Julian_202401_19133043.csv
Julian 2024-01-22 salient_movieclip_wajd2_Julian_202401_22132839.csv
Julian 2024-01-22 salient_movieclip_wajd2_Julian_202401_22133443.csv
Julian 2024-01-23 salient_movieclip_wajd2_Julian_202401_23133136.csv
Julian 2024-01-23 salient_movieclip_wajd2_Julian_202401_23133643.csv
Julian 2024-01-23 salient_movieclip_wajd2_Julian_202401_23133543.csv
Julian 2024-01-24 salient_movieclip_wajd2_Julian_202401_24131924.csv
Julian 2024-01-25 salient_movieclip_wajd2_Julian_202401_25130244.csv
Julian 2024-01-29 salient_movieclip_wajd2_Julian_202401_29140153.csv
Julian 2024-01-29 salient_movieclip_wajd2_Julian_202401_29140113.csv
Julian 2024-01-29 salient_movieclip_wajd2_Julian_202401_29140005.csv
Julian 2024-01-30 salient_movieclip_wajd2_Julian_202401_30141545.csv
Julian 2024-01-30 salient_movieclip_wajd2_Julian_202401_30141434.csv
Julian 2024-01-30 salient_movieclip_wajd2_Julian_202401_30141348.csv
Julian 2024-02-01 salient_movieclip_wajd5_Julian_202402_01121847.csv
Julian 2024-02-01 salient_movieclip_wajd5_Julian_202402_01122025.csv
Julian 2024-02-01 salient_movieclip_wajd5_Julian_202402_01121928.csv
Julian 2024-02-02 salient_movieclip_wajd5_Julian_202402_02132243.csv
Julian 2024-02-05 salient_movieclip_wajd5_Julian_202402_05123808.csv
Julian 2024-02-06 salient_movieclip_wajd5_Julian_202402_06130500.csv
Julian 2024-02-06 salient_movieclip_wajd5_Julian_202402_06130403.csv
Julian 2024-02-07 salient_movieclip_wajd5_Julian_202402_07131856.csv
Julian 2024-02-08 salient_movieclip_wajd5_Julian_202402_08130750.csv
Julian 2024-02-12 salient_movieclip_wajd5_Julian_202402_12130825.csv
Julian 2024-02-16 salient_movieclip_wajd5_Julian_202402_16133105.csv
Julian 2024-02-19 salient_movieclip_wajd5_Julian_202402_19130957.csv
Julian 2024-02-19 salient_movieclip_wajd5_Julian_202402_19130620.csv
Julian 2024-02-20 salient_movieclip_wajd5_Julian_202402_20131516.csv
Julian 2024-02-20 salient_movieclip_wajd5_Julian_202402_20130351.csv
Julian 2024-02-21 salient_movieclip_wajd5_Julian_202402_21135037.csv
Julian 2024-02-21 salient_movieclip_wajd5_Julian_202402_21135557.csv
Julian 2024-02-22 salient_movieclip_wajd5_Julian_202402_22131553.csv
Julian 2024-02-22 salient_movieclip_wajd5_Julian_202402_22132504.csv
Julian 2024-02-23 salient_movieclip_wajd5_Julian_202402_23131022.csv
Julian 2024-02-23 salient_movieclip_wajd5_Julian_202402_23132044.csv
Julian 2024-02-26 salient_movieclip_wajd5_Julian_202402_26131322.csv
Julian 2024-02-26 salient_movieclip_wajd5_Julian_202402_26130402.csv
Julian 2024-02-27 salient_movieclip_wajd5_Julian_202402_27131928.csv
Julian 2024-02-27 salient_movieclip_wajd5_Julian_202402_27131017.csv
Julian 2024-02-28 salient_movieclip_wajd5_Julian_202402_28132302.csv
Julian 2024-02-28 salient_movieclip_wajd5_Julian_202402_28131006.csv
Julian 2024-03-04 salient_movieclip_wajd5_Julian_202403_04135204.csv
Julian 2024-03-04 salient_movieclip_wajd5_Julian_202403_04135553.csv
Julian 2024-03-05 salient_movieclip_wajd5_Julian_202403_05130709.csv
Julian 2024-03-05 salient_movieclip_wajd5_Julian_202403_05131349.csv
Julian 2024-03-06 salient_movieclip_wajd5_Julian_202403_06135802.csv
Julian 2024-03-06 salient_movieclip_wajd5_Julian_202403_06135655.csv
Julian 2024-03-07 salient_movieclip_wajd5_Julian_202403_07135615.csv
Julian 2024-03-07 salient_movieclip_wajd5_Julian_202403_07135053.csv
Julian 2024-03-07 salient_movieclip_wajd5_Julian_202403_07140129.csv
Julian 2024-03-08 salient_movieclip_wajd5_Julian_202403_08135537.csv
Julian 2024-03-08 salient_movieclip_wajd5_Julian_202403_08135058.csv
Julian 2024-03-08 salient_movieclip_wajd5_Julian_202403_08134558.csv
Julian 2024-03-11 salient_movieclip_wajd5_Julian_202403_11122901.csv
Julian 2024-03-11 salient_movieclip_wajd5_Julian_202403_11122351.csv
Julian 2024-03-11 salient_movieclip_wajd5_Julian_202403_11123517.csv
Julian 2024-03-12 salient_movieclip_wajd5_Julian_202403_12125715.csv
Julian 2024-03-12 salient_movieclip_wajd5_Julian_202403_12131040.csv
Julian 2024-03-13 salient_movieclip_wajd5_Julian_202403_13131450.csv
Julian 2024-03-14 salient_movieclip_wajd5_Julian_202403_14132604.csv
Julian 2024-03-14 salient_movieclip_wajd5_Julian_202403_14133447.csv
Julian 2024-03-14 salient_movieclip_wajd5_Julian_202403_14133958.csv
Julian 2024-03-15 salient_movieclip_wajd5_Julian_202403_15135359.csv
Julian 2024-03-15 salient_movieclip_wajd5_Julian_202403_15135845.csv
Julian 2024-03-18 salient_movieclip_wajd5_Julian_202403_18132028.csv
Julian 2024-03-18 salient_movieclip_wajd5_Julian_202403_18132729.csv
Julian 2024-03-19 salient_movieclip_wajd5_Julian_202403_19124316.csv
Julian 2024-03-19 salient_movieclip_wajd5_Julian_202403_19125337.csv
Julian 2024-03-20 salient_movieclip_wajd5_Julian_202403_20124849.csv
Julian 2024-03-20 salient_movieclip_wajd5_Julian_202403_20125603.csv
Julian 2024-03-21 salient_movieclip_wajd5_Julian_202403_21124201.csv
Julian 2024-03-21 salient_movieclip_wajd5_Julian_202403_21124823.csv
Julian 2024-03-21 salient_movieclip_wajd5_Julian_202403_21125133.csv
Julian 2024-03-22 salient_movieclip_wajd5_Julian_202403_22130549.csv
Julian 2024-03-22 salient_movieclip_wajd5_Julian_202403_22130522.csv
Julian 2024-03-25 salient_movieclip_wajd5_Julian_202403_25130448.csv
Julian 2024-03-25 salient_movieclip_wajd5_Julian_202403_25130407.csv
Julian 2024-03-25 salient_movieclip_wajd5_Julian_202403_25125524.csv
Julian 2024-03-26 salient_movieclip_wajd5_Julian_202403_26121118.csv
Julian 2024-03-26 salient_movieclip_wajd5_Julian_202403_26122113.csv
Julian 2024-03-26 salient_movieclip_wajd5_Julian_202403_26122042.csv
Julian 2024-03-27 salient_movieclip_wajd5_Julian_202403_27123307.csv
Julian 2024-03-27 salient_movieclip_wajd5_Julian_202403_27124206.csv
Julian 2024-03-29 salient_movieclip_wajd5_Julian_202403_29131322.csv
Julian 2024-03-29 salient_movieclip_wajd5_Julian_202403_29131353.csv
Julian 2024-03-29 salient_movieclip_wajd5_Julian_202403_29132220.csv
Julian 2024-04-01 salient_movieclip_wajd5_Julian_202404_01132941.csv
Julian 2024-04-01 salient_movieclip_wajd5_Julian_202404_01133851.csv
Julian 2024-04-01 salient_movieclip_wajd5_Julian_202404_01133809.csv
Julian 2024-04-02 salient_movieclip_wajd5_Julian_202404_02140017.csv
Julian 2024-04-02 salient_movieclip_wajd5_Julian_202404_02135143.csv
Julian 2024-04-02 salient_movieclip_wajd5_Julian_202404_02135553.csv
Julian 2024-04-03 salient_movieclip_wajd5_Julian_202404_03131700.csv
Julian 2024-04-03 salient_movieclip_wajd5_Julian_202404_03131623.csv
Julian 2024-04-03 salient_movieclip_wajd5_Julian_202404_03130823.csv
Julian 2024-04-08 salient_movieclip_wajd5_Julian_202404_08133003.csv
Julian 2024-04-10 salient_movieclip_wajd5_Julian_202404_10134218.csv
Julian 2024-04-10 salient_movieclip_wajd5_Julian_202404_10134656.csv
Julian 2024-04-11 salient_movieclip_wajd5_Julian_202404_11133819.csv
Julian 2024-04-11 salient_movieclip_wajd5_Julian_202404_11133329.csv
Julian 2024-04-15 salient_movieclip_wajd5_Julian_202404_15135838.csv
Julian 2024-04-15 salient_movieclip_wajd5_Julian_202404_15140443.csv
Julian 2024-04-16 salient_movieclip_wajd5_Julian_202404_16142128.csv
Julian 2024-04-16 salient_movieclip_wajd5_Julian_202404_16142046.csv
Julian 2024-04-16 salient_movieclip_wajd5_Julian_202404_16143024.csv
Julian 2024-04-17 salient_movieclip_wajd5_Julian_202404_17130557.csv
Julian 2024-04-17 salient_movieclip_wajd5_Julian_202404_17124927.csv
Julian 2024-04-17 salient_movieclip_wajd5_Julian_202404_17132159.csv
Julian 2024-04-17 salient_movieclip_wajd5_Julian_202404_17125325.csv
Julian 2024-04-17 salient_movieclip_wajd5_Julian_202404_17131343.csv
Julian 2024-04-18 salient_movieclip_wajd5_Julian_202404_18123957.csv
Julian 2024-04-18 salient_movieclip_wajd5_Julian_202404_18124941.csv
Julian 2024-04-18 salient_movieclip_wajd5_Julian_202404_18124217.csv
Julian 2024-04-18 salient_movieclip_wajd5_Julian_202404_18123640.csv
Julian 2024-04-18 salient_movieclip_wajd5_Julian_202404_18123034.csv
Julian 2024-04-18 salient_movieclip_wajd5_Julian_202404_18125504.csv
Julian 2024-04-19 salient_movieclip_wajd5_Julian_202404_19130740.csv
Julian 2024-04-19 salient_movieclip_wajd5_Julian_202404_19125855.csv
Julian 2024-04-19 salient_movieclip_wajd5_Julian_202404_19124431.csv
Julian 2024-04-22 salient_movieclip_wajd5_Julian_202404_22143130.csv
Julian 2024-04-22 salient_movieclip_wajd5_Julian_202404_22141923.csv
Julian 2024-04-23 salient_movieclip_wajd5_Julian_202404_23133409.csv
Julian 2024-04-24 salient_movieclip_wajd5_Julian_202404_24130555.csv
Julian 2024-04-24 salient_movieclip_wajd5_Julian_202404_24130112.csv
Julian 2024-04-24 salient_movieclip_wajd5_Julian_202404_24131030.csv
Julian 2024-04-24 salient_movieclip_wajd5_Julian_202404_24125426.csv
Julian 2024-04-26 salient_movieclip_wajd5_Julian_202404_26130707.csv
Julian 2024-04-26 salient_movieclip_wajd5_Julian_202404_26130832.csv
Julian 2024-04-26 salient_movieclip_wajd5_Julian_202404_26130942.csv
Julian 2024-04-26 salient_movieclip_wajd5_Julian_202404_26125135.csv
Julian 2024-04-28 salient_movieclip_wajd5_Julian_202404_28150513.csv
Julian 2024-04-28 salient_movieclip_wajd5_Julian_202404_28150826.csv
Julian 2024-04-28 salient_movieclip_wajd5_Julian_202404_28145932.csv
Julian 2024-04-30 salient_movieclip_wajd5_Julian_202404_30134157.csv
Julian 2024-04-30 salient_movieclip_wajd5_Julian_202404_30134831.csv
Julian 2024-04-30 salient_movieclip_wajd5_Julian_202404_30133326.csv
Julian 2024-04-30 salient_movieclip_wajd5_Julian_202404_30135357.csv
Julian 2024-05-01 salient_movieclip_wajd5_Julian_202405_01133655.csv
Julian 2024-05-01 salient_movieclip_wajd5_Julian_202405_01134528.csv
Julian 2024-05-01 salient_movieclip_wajd5_Julian_202405_01134945.csv
Julian 2024-05-01 salient_movieclip_wajd5_Julian_202405_01134119.csv
Julian 2024-05-02 salient_movieclip_wajd5_Julian_202405_02131213.csv
Julian 2024-05-02 salient_movieclip_wajd5_Julian_202405_02125854.csv
Julian 2024-05-02 salient_movieclip_wajd5_Julian_202405_02130532.csv
Julian 2024-05-04 salient_movieclip_wajd5_Julian_202405_04134523.csv
Julian 2024-05-04 salient_movieclip_wajd5_Julian_202405_04135332.csv
Julian 2024-05-04 salient_movieclip_wajd5_Julian_202405_04140027.csv
Julian 2024-05-04 salient_movieclip_wajd5_Julian_202405_04134631.csv
Julian 2024-05-06 salient_movieclip_wajd5_Julian_202405_06140445.csv
Julian 2024-05-06 salient_movieclip_wajd5_Julian_202405_06135740.csv
Julian 2024-05-06 salient_movieclip_wajd5_Julian_202405_06134906.csv
Julian 2024-05-07 salient_movieclip_wajd5_Julian_202405_07134844.csv
Julian 2024-05-07 salient_movieclip_wajd5_Julian_202405_07134040.csv
Julian 2024-05-08 salient_movieclip_wajd5_Julian_202405_08130026.csv
Julian 2024-05-08 salient_movieclip_wajd5_Julian_202405_08130540.csv
Julian 2024-05-08 salient_movieclip_wajd5_Julian_202405_08125352.csv
Julian 2024-05-08 salient_movieclip_wajd5_Julian_202405_08131006.csv
Julian 2024-05-09 salient_movieclip_wajd5_Julian_202405_09134712.csv
Julian 2024-05-09 salient_movieclip_wajd5_Julian_202405_09133733.csv
Julian 2024-05-09 salient_movieclip_wajd5_Julian_202405_09134230.csv
Julian 2024-05-10 salient_movieclip_wajd5_Julian_202405_10130907.csv
Julian 2024-05-10 salient_movieclip_wajd5_Julian_202405_10130400.csv
Julian 2024-05-10 salient_movieclip_wajd5_Julian_202405_10131411.csv
Julian 2024-05-12 salient_movieclip_wajd5_Julian_202405_12134142.csv
Julian 2024-05-12 salient_movieclip_wajd5_Julian_202405_12135213.csv
Julian 2024-05-12 salient_movieclip_wajd5_Julian_202405_12134702.csv
Julian 2024-05-12 salient_movieclip_wajd5_Julian_202405_12135653.csv
Julian 2024-05-13 salient_movieclip_wajd5_Julian_202405_13133757.csv
Julian 2024-05-13 salient_movieclip_wajd5_Julian_202405_13134444.csv
Julian 2024-05-14 salient_movieclip_wajd5_Julian_202405_14132409.csv
Julian 2024-05-14 salient_movieclip_wajd5_Julian_202405_14132756.csv
Julian 2024-05-14 salient_movieclip_wajd5_Julian_202405_14131300.csv
Julian 2024-05-14 salient_movieclip_wajd5_Julian_202405_14131853.csv
Julian 2024-05-15 salient_movieclip_wajd5_Julian_202405_15133245.csv
Julian 2024-05-15 salient_movieclip_wajd5_Julian_202405_15133911.csv
Julian 2024-05-15 salient_movieclip_wajd5_Julian_202405_15132631.csv
Julian 2024-05-16 salient_movieclip_wajd5_Julian_202405_16132157.csv
Julian 2024-05-16 salient_movieclip_wajd5_Julian_202405_16131605.csv
Julian 2024-05-16 salient_movieclip_wajd5_Julian_202405_16131047.csv
Julian 2024-05-20 salient_movieclip_wajd5_Julian_202405_20130426.csv
Julian 2024-05-20 salient_movieclip_wajd5_Julian_202405_20125928.csv
Julian 2024-05-20 salient_movieclip_wajd5_Julian_202405_20130936.csv
Julian 2024-05-21 salient_movieclip_wajd5_Julian_202405_21134421.csv
Julian 2024-05-21 salient_movieclip_wajd5_Julian_202405_21133828.csv
Julian 2024-05-21 salient_movieclip_wajd5_Julian_202405_21135042.csv
Julian 2024-05-22 salient_movieclip_wajd5_Julian_202405_22131639.csv
Julian 2024-05-22 salient_movieclip_wajd5_Julian_202405_22132216.csv
Julian 2024-05-22 salient_movieclip_wajd5_Julian_202405_22131124.csv
Julian 2024-05-24 salient_movieclip_wajd5_Julian_202405_24131717.csv
Julian 2024-05-24 salient_movieclip_wajd5_Julian_202405_24130454.csv
Julian 2024-05-24 salient_movieclip_wajd5_Julian_202405_24131221.csv
Julian 2024-05-24 salient_movieclip_wajd5_Julian_202405_24130518.csv
Julian 2024-05-28 salient_movieclip_wajd5_Julian_202405_28130356.csv
Julian 2024-05-28 salient_movieclip_wajd5_Julian_202405_28125243.csv
Julian 2024-05-28 salient_movieclip_wajd5_Julian_202405_28125826.csv
